tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,45782.4059375,3144000,6,35,Independiente,120000000,80000000,468556,89.979286999999999,787.0,18,11,0.0,602031.0,437427.0,0.0,13,0,4,6965909,Creciente,1
4,45636.706932870373,1621080,8,35,Empleado,2300000,400000,183864,95.227787000000006,814.0,3,2,0.0,672.0,672.0,0.0,1,0,0,1230606,Creciente,1
4,45889.526574074072,1200000,6,34,Empleado,1771437,229000,180622,95.227787000000006,733.0,1,4,0.0,769.0,769.0,0.0,1,0,0,1560000,Creciente,1
4,45925.685729166667,1419600,6,34,Independiente,3770000,6209000,215492,95.227787000000006,767.0,13,3,0.0,208138.0,208138.0,0.0,7,0,3,,,1
4,45681.339456018519,3835200,12,34,Independiente,9000000,3500000,266333,95.227787000000006,784.0,7,3,0.0,117483.0,117483.0,0.0,4,0,0,916148,Creciente,1
9,45836.468854166669,4484720.3999999994,10,33,Empleado,4000000,2000000,381972,88.229786000000004,826.0,4,3,0.0,0.0,0.0,0.0,1,0,0,783498,Creciente,1
4,45874.444085648145,1954680,6,33,Independiente,1363187,170000,292767,95.227787000000006,780.0,2,0,0.0,583.0,583.0,0.0,1,0,1,1340683,Creciente,1
4,45716.336053240739,2090400,6,32,Independiente,4000000,2500000,310467,95.227787000000006,828.0,1,2,0.0,49.0,49.0,0.0,0,0,0,883289,Decreciente,1
4,45710.480486111112,3600000,6,32,Empleado,13000000,6500000,535577,49.161959000000003,792.0,5,4,0.0,47096.0,47096.0,0.0,4,0,1,5927931,Creciente,0
4,45720.731712962966,1304400,8,32,Empleado,1500000,0,148204,95.227787000000006,786.0,6,5,0.0,39590.0,39590.0,0.0,4,0,1,4019068,Decreciente,1
4,45709.494583333333,2796000,12,31,Empleado,2500000,800000,219666,95.227787000000006,733.0,3,7,0.0,1471.0,1471.0,0.0,1,0,0,923771,Creciente,1
4,45669.702685185184,1879200,18,31,Empleado,1128000,400000,103539,95.227787000000006,774.0,6,5,0.0,11729.0,11729.0,0.0,0,1,2,1265667,Decreciente,1
4,45975.622129629628,4339440,6,31,Empleado,3000000,1360000,656301,95.227787000000006,768.0,6,12,0.0,10261.0,6989.0,0.0,1,0,3,1000000,Estable,1
9,45836.362685185188,1297320,9,30,Independiente,5000000,2000000,121623,95.227787000000006,755.0,8,3,0.0,73981.0,73981.0,0.0,4,0,2,1485417,Creciente,1
9,45827.414479166669,878880,5,30,Independiente,5000000,2000000,142788,95.227787000000006,739.0,11,8,0.0,101307.0,101307.0,0.0,6,0,1,434074,Creciente,1
4,45762.549120370371,710940,6,29,Empleado,2500000,0,106119,95.227787000000006,743.0,6,4,0.0,35999.0,35999.0,0.0,2,0,3,,,1
4,45822.725046296298,2159880,24,29,Empleado,2000000,500000,96227,95.227787000000006,756.0,2,2,0.0,2708.0,2708.0,0.0,0,0,1,950105,Creciente,1
4,45862.69804398148,1945304.4,24,28,Empleado,1501288,1237000,89435,95.227787000000006,711.0,6,6,0.0,85354.0,85354.0,0.0,2,1,1,1532834,Creciente,1
4,45782.769120370373,4971360,36,28,Empleado,1800000,300000,167729,95.227787000000006,726.0,4,2,0.0,5819.0,5819.0,0.0,1,0,1,1856151,Decreciente,1
4,45761.52721064815,1154400,12,28,Empleado,2000000,0,80167,95.227787000000006,751.0,5,8,0.0,60535.0,60535.0,0.0,3,0,1,2112949,Creciente,1
4,45796.651203703703,1260000,12,28,Empleado,1400000,0,100495,95.227787000000006,746.0,9,7,0.0,5574.0,5574.0,0.0,2,0,4,1499609,Creciente,1
4,45682.647175925929,2480940,8,27,Independiente,10000000,4000000,281636,95.227787000000006,707.0,9,9,0.0,110253.0,110253.0,0.0,4,2,0,3187777,Decreciente,1
4,45653.713414351849,1067880,6,27,Independiente,2000000,500000,148317,-11.828704999999999,790.0,4,10,0.0,665.0,665.0,0.0,0,0,0,908526,Estable,0
4,45887.732361111113,1553592,6,27,Empleado,2940000,1196000,233844,95.227787000000006,791.0,5,5,0.0,8397.0,8397.0,0.0,4,0,0,1743292,Decreciente,1
4,45734.728078703702,1101360,10,25,Empleado,1400000,400000,102023,95.227787000000006,767.0,4,5,0.0,1690.0,1690.0,0.0,1,0,0,1188155,Decreciente,1
4,45747.541076388887,5398018.7999999998,18,24,Empleado,4050000,500000,298767,95.227787000000006,799.0,4,7,0.0,13625.0,13625.0,0.0,2,0,0,3335555,Creciente,1
4,45626.366111111114,737880,6,23,Empleado,1300000,350000,109405,95.227787000000006,752.0,2,7,0.0,1827.0,1827.0,0.0,2,0,0,872185,Decreciente,1
9,45851.781736111108,670200,2,24,Independiente,5000000,2000000,264488,95.227787000000006,695.0,24,11,0.0,15404.0,15404.0,0.0,2,0,15,1307000,Creciente,1
4,45659.543344907404,3977641.1999999997,12,23,Empleado,2500000,700000,276225,95.227787000000006,744.0,5,1,0.0,16764.0,16764.0,0.0,3,0,1,908526,Estable,1
4,45723.676921296297,1684800,12,23,Empleado,1800000,800000,132530,95.227787000000006,743.0,10,12,0.0,1915.0,1915.0,0.0,2,0,6,1021754,Creciente,1
9,45844.454872685186,811413.6,10,29,Empleado,2500000,1200000,69110,95.227787000000006,755.0,6,2,0.0,26431.0,11380.0,0.0,0,3,2,1695226,Creciente,1
4,45681.796817129631,945000,10,25,Empleado,1000000,500000,87578,95.227787000000006,726.0,5,3,0.0,275.0,275.0,0.0,1,0,2,1147105,Creciente,1
4,45737.704479166663,2340000,24,24,Empleado,2500000,500000,103705,95.227787000000006,776.0,2,6,0.0,5784.0,5784.0,0.0,2,0,0,1080608,Creciente,1
4,45707.547106481485,3375000,12,36,Empleado,3000000,500000,265155,95.227787000000006,811.0,5,4,0.0,296038.0,77648.0,0.0,4,0,0,3755959,Creciente,1
9,45835.646655092591,821208,5,36,Independiente,4000000,2000000,133418,95.227787000000006,858.0,11,5,0.0,224468.0,224468.0,0.0,7,0,2,1500000,Estable,1
9,45805.679050925923,878880,4,36,Independiente,5000000,2000000,176743,81.231786,744.0,1,7,0.0,39.0,39.0,0.0,0,0,1,,,1
4,45912.74728009259,2065080,24,35,Empleado,2130000,587000,96767,95.227787000000006,821.0,5,4,0.0,41540.0,1243.0,0.0,2,0,1,1489878,Creciente,1
4,45664.725324074076,2527080,12,35,Empleado,2700000,1000000,175492,95.227787000000006,839.0,5,5,0.0,311441.0,311441.0,0.0,3,0,0,2526513,Estable,1
4,45676.778032407405,5685241.2000000002,12,36,Independiente,3000000,1000000,394808,95.227787000000006,787.0,5,9,0.0,90921.0,90921.0,0.0,3,0,0,,,1
4,45650.584687499999,1960020,12,35,Empleado,2000000,300000,153796,95.227787000000006,868.0,6,5,0.0,41170.0,41170.0,0.0,4,0,1,1518055,Decreciente,1
4,45741.485011574077,1800000,12,35,Empleado,2500000,400000,141404,95.227787000000006,779.0,4,3,0.0,114950.0,83192.0,0.0,2,1,0,,,1
4,45664.563414351855,2717880,12,33,Empleado,7000000,1500000,188742,95.227787000000006,826.0,8,2,0.0,2201.0,2201.0,0.0,4,0,0,5113409,Creciente,1
4,45873.714583333334,3399600,24,32,Empleado,3170738,1498000,118042,-4.2586769999999996,784.0,9,4,0.0,36139.0,36139.0,0.0,2,3,2,3538110,Creciente,0
4,45632.787893518522,788098.79999999993,8,32,Empleado,3200000,1000000,89387,95.227787000000006,733.0,11,14,0.0,32882.0,32882.0,0.0,5,0,6,3395719,Decreciente,1
9,45871.706932870373,4812000,12,32,Empleado,2984250,7251000,334167,-9.3928709999999995,731.0,9,8,0.0,202363.0,202363.0,0.0,7,0,0,3020655,Creciente,0
4,45861.604560185187,2024040,6,31,Empleado,3527604,517000,303128,95.227787000000006,785.0,4,4,0.0,1255.0,1255.0,0.0,2,0,1,3291666,Creciente,1
4,45652.629421296297,1295880,12,31,Empleado,3290000,800000,101676,95.227787000000006,742.0,5,7,0.0,18045.0,18045.0,0.0,3,1,1,2177611,Decreciente,1
4,45803.763657407406,3528000,12,31,Independiente,5800000,1500000,281431,95.227787000000006,754.0,11,5,0.0,12209.0,12209.0,0.0,1,1,5,3622502,Creciente,1
4,45792.684131944443,3584146.8,36,31,Empleado,1150000,200000,116804,47.613894000000002,774.0,2,3,0.0,602.0,602.0,0.0,0,1,0,1133398,Creciente,0
9,45751.694803240738,1269000,11,31,Independiente,5000000,2000000,98901,95.227787000000006,674.0,11,3,0.0,51671.0,51671.0,0.0,6,0,3,925157,Creciente,1
9,45648.412916666668,2728324.8,11,31,Empleado,2800000,700000,212271,95.227787000000006,712.0,3,10,0.0,1828.0,1828.0,0.0,1,0,0,1891909,Decreciente,1
4,45631.529664351852,2432280,18,31,Empleado,2200000,450000,134381,95.227787000000006,765.0,5,3,0.0,5217.0,5217.0,0.0,2,0,1,1670087,Creciente,1
4,45802.573449074072,2118763.1999999997,12,30,Independiente,4600000,200000,167471,95.227787000000006,742.0,3,7,0.0,6978.0,6978.0,0.0,2,0,0,1778733,Creciente,1
9,45711.436018518521,1366110,10,29,Empleado,1500000,800000,115989,69.456282000000002,775.0,1,3,0.0,808.0,808.0,0.0,1,0,0,955099,Creciente,1
4,45771.650266203702,3392160,18,29,Empleado,4500000,1400000,188193,95.227787000000006,707.0,4,3,0.0,13272.0,13272.0,0.0,3,0,0,3799400,Creciente,1
4,45680.475578703707,3548881.1999999997,12,29,Empleado,4000000,500000,246450,95.227787000000006,741.0,4,5,0.0,10438.0,10438.0,0.0,3,0,1,3566385,Decreciente,1
4,45665.702997685185,2216280,12,29,Empleado,3000000,900000,153908,95.227787000000006,733.0,4,4,0.0,27473.0,27473.0,0.0,1,0,1,3266760,Creciente,1
4,45661.585439814815,3804000,12,29,Empleado,1500000,600000,297549,95.227787000000006,768.0,4,4,0.0,20983.0,20983.0,0.0,0,0,4,1333333,Creciente,1
4,45924.793993055559,2807760,6,28,Empleado,4180000,833000,424081,95.227787000000006,844.0,2,1,0.0,7826.0,7826.0,0.0,2,0,0,3453431,Creciente,1
6,45948.624016203707,870704.4,12,28,Empleado,6400000,0,71862,95.227787000000006,733.0,12,7,0.0,29188.0,29188.0,0.0,5,1,2,1110482,Creciente,1
4,45943.655810185184,2653921.1999999997,18,28,Empleado,1600000,0,154766,95.227787000000006,792.0,0,3,0.0,0.0,,,0,0,0,1091350,Creciente,1
9,45920.517881944441,940143.6,10,27,Empleado,1950000,0,80873,95.227787000000006,829.0,2,5,0.0,0.0,0.0,0.0,0,0,1,1266666,Creciente,1
4,45941.66615740741,1571640,12,27,Empleado,2230000,653000,128066,95.227787000000006,710.0,9,5,0.0,18505.0,18505.0,0.0,2,0,6,3465620,Decreciente,1
4,45742.544016203705,600000,6,27,Empleado,3000000,800000,89116,89.229500000000002,765.0,3,3,0.0,30068.0,30068.0,0.0,2,0,0,2093080,Creciente,1
4,45909.766631944447,1232040,12,27,Empleado,3270000,89000,99786,95.227787000000006,742.0,4,1,0.0,41966.0,0.0,0.0,1,0,1,908333,Creciente,1
4,45758.721250000002,2508600,12,27,Empleado,3200000,800000,197413,95.227787000000006,791.0,7,5,0.0,22180.0,22180.0,0.0,3,0,2,,,1
4,45653.760798611111,1355520,12,26,Empleado,1400000,500000,106356,95.227787000000006,852.0,3,1,0.0,0.0,0.0,0.0,0,0,0,,,1
4,45672.454618055555,1557120,6,25,Empleado,1700000,1000000,216267,95.227787000000006,833.0,2,3,0.0,36.0,36.0,0.0,2,0,0,1824818,Creciente,1
4,45667.636145833334,2885880,12,25,Empleado,2500000,500000,200408,95.227787000000006,813.0,4,5,0.0,17014.0,17014.0,0.0,0,0,2,1160000,Creciente,1
4,45778.380289351851,1161661.2,6,24,Empleado,3300000,1000000,172695,95.227787000000006,755.0,8,10,0.0,15052.0,15052.0,0.0,7,0,1,1167504,Estable,1
4,45652.681666666664,3052800,12,24,Empleado,4000000,800000,238745,95.227787000000006,735.0,11,6,0.0,11650.0,11650.0,0.0,2,0,6,1500000,Estable,1
4,45778.781215277777,3248400,18,23,Empleado,2000000,100000,180245,95.227787000000006,730.0,10,13,0.0,5727.0,5727.0,0.0,3,0,3,695907,Creciente,1
9,45827.516932870371,4862880,12,36,Independiente,4000000,2000000,337700,95.227787000000006,836.0,2,6,0.0,2243.0,2243.0,0.0,1,0,0,4192073,Creciente,1
4,45678.653101851851,2614680,6,36,Empleado,5000000,2000000,363150,95.227787000000006,860.0,8,4,0.0,158957.0,140508.0,0.0,4,0,1,6098316,Decreciente,1
9,45747.737581018519,2914684.8,12,36,Empleado,1600000,650000,202409,72.686128999999994,762.0,2,3,0.0,7825.0,7825.0,0.0,1,0,0,1000000,Estable,1
4,45673.618634259263,3950281.1999999997,12,35,Independiente,6500000,1500000,274325,95.227787000000006,801.0,4,2,0.0,10800.0,10800.0,0.0,2,0,0,,,1
4,45702.661504629628,2980680,24,35,Empleado,2000000,700000,130584,95.227787000000006,770.0,9,4,0.0,30376.0,30376.0,0.0,3,4,0,8400000,Decreciente,1
4,45886.82576388889,3272640,12,35,Empleado,6080770,1851000,261018,95.227787000000006,763.0,4,5,0.0,24793.0,24793.0,0.0,3,0,0,6080770,Creciente,1
4,45688.371261574073,3699600,12,35,Independiente,15000000,8000000,289383,91.028987000000001,784.0,4,5,0.0,1230.0,1230.0,0.0,1,0,0,908526,Estable,1
4,45636.732847222222,2340960,24,34,Empleado,1700000,200000,102325,95.227787000000006,808.0,3,4,0.0,29590.0,29590.0,0.0,1,0,1,1715625,Creciente,1
4,45657.746307870373,3052560,12,34,Empleado,4000000,1500000,211983,95.227787000000006,771.0,7,5,0.0,78331.0,78331.0,0.0,2,0,1,3173552,Creciente,1
4,45895.617106481484,2883840,12,32,Empleado,2750000,1066000,230009,95.227787000000006,761.0,11,8,0.0,37447.0,37447.0,0.0,8,0,1,3039039,Creciente,1
4,45637.649363425924,2460960,24,32,Empleado,2200000,650000,107584,95.227787000000006,768.0,8,3,0.0,5734.0,5734.0,0.0,2,6,0,2359858,Creciente,1
4,45672.548831018517,2775478.8,12,32,Empleado,20500000,5000000,192742,95.227787000000006,734.0,9,4,0.0,507164.0,492474.0,0.0,6,0,0,8771655,Creciente,1
4,45736.646597222221,1200000,6,31,Empleado,3500000,1200000,178345,95.227787000000006,773.0,4,6,0.0,41009.0,41009.0,0.0,1,0,1,3590709,Creciente,1
4,45858.719490740739,2099640,6,31,Empleado,3000000,600000,314478,95.227787000000006,712.0,3,5,0.0,1824.0,1824.0,0.0,1,0,1,,,1
4,45768.717835648145,3816000,6,31,Independiente,5000000,1000000,567329,95.227787000000006,730.0,5,5,0.0,12486.0,12486.0,0.0,3,0,0,933473,Decreciente,1
4,45673.540011574078,3032280,12,30,Empleado,2000000,800000,210575,95.227787000000006,720.0,6,4,0.0,31674.0,29618.0,0.0,2,0,1,954004,Decreciente,1
4,46062.708483796298,576000,6,31,Empleado,4930000,3246000,88607,95.227787000000006,832.0,6,4,0.0,44562.0,44562.0,0.0,3,0,2,,,1
4,45749.561562499999,4449480,12,29,Empleado,5200000,150000,350149,95.227787000000006,788.0,3,6,0.0,183899.0,183899.0,0.0,2,0,0,5136430,Creciente,1
4,46015.517129629632,2836440,12,29,Empleado,3503000,1788000,234385,95.227787000000006,742.0,3,3,0.0,3120.0,3120.0,0.0,0,0,2,1125000,Creciente,1
4,45648.756018518521,3600000,6,27,Empleado,15000000,2000000,533952,95.227787000000006,814.0,7,8,0.0,827.0,827.0,0.0,2,0,0,908526,Estable,1
4,45839.728136574071,1967880,6,28,Empleado,2200000,650000,294717,53.349091000000001,766.0,1,6,0.0,840.0,840.0,0.0,1,0,0,,,0
4,45641.784942129627,1763760,24,28,Empleado,1600000,600000,77105,53.364705000000001,765.0,8,6,0.0,9514.0,9514.0,0.0,2,3,1,1285995,Creciente,0
4,45842.456377314818,929878.79999999993,6,27,Empleado,2500000,0,139262,89.229500000000002,714.0,3,6,0.0,8211.0,8211.0,0.0,1,0,0,2740354,Creciente,1
4,45788.625925925924,3865680,24,27,Empleado,2000000,500000,174150,91.728785999999999,760.0,3,14,0.0,12781.0,12781.0,0.0,2,0,0,1094130,Creciente,1
4,45939.68644675926,1991880,6,27,Empleado,1840000,154000,301873,95.227787000000006,780.0,2,5,0.0,50.0,50.0,0.0,1,0,0,683333,Creciente,1
4,45637.491967592592,719880,12,27,Empleado,1400000,400000,56487,95.227787000000006,787.0,7,5,0.0,1135.0,1135.0,0.0,2,0,3,1211368,Creciente,1
4,45858.444745370369,2338560,12,27,Empleado,2000000,900000,188597,95.227787000000006,782.0,8,2,0.0,9659.0,9659.0,0.0,2,0,4,1881834,Creciente,1
4,45657.33452546296,4872720,12,27,Empleado,5000000,1500000,382320,95.227787000000006,709.0,11,18,0.0,23179.0,23179.0,0.0,5,0,2,1347779,Creciente,1
4,45641.466990740744,2540280,12,27,Empleado,1500000,400000,199314,95.227787000000006,724.0,12,10,0.0,9875.0,9875.0,0.0,3,0,5,1211904,Creciente,1
4,45626.719363425924,1105920,12,27,Empleado,1700000,500000,86597,95.227787000000006,756.0,0,3,0.0,0.0,,,0,0,0,1906578,Creciente,1
4,45626.693368055552,1781880,6,26,Empleado,1300000,500000,264199,95.227787000000006,799.0,4,5,0.0,18023.0,18023.0,0.0,1,1,0,1257721,Decreciente,1
4,45763.620949074073,2307360,10,26,Independiente,2600000,700000,213815,95.227787000000006,715.0,6,4,0.0,12632.0,12632.0,0.0,4,0,0,942631,Decreciente,1
4,45657.695219907408,2836196.4,18,26,Empleado,3000000,1100000,156682,95.227787000000006,730.0,8,10,0.0,6496.0,6496.0,0.0,2,0,2,1774531,Creciente,1
4,45639.660324074073,1439760,6,25,Empleado,1100000,500000,213698,95.227787000000006,831.0,0,6,0.0,0.0,,,0,0,0,907700,Creciente,1
4,45666.570775462962,1718041.2,12,45,Empleado,2200000,500000,119308,95.227787000000006,797.0,4,7,0.0,20639.0,20639.0,0.0,3,0,0,911279,Creciente,1
4,45636.341550925928,1592160,12,24,Empleado,3600000,1100000,124692,95.227787000000006,804.0,3,0,0.0,34127.0,34127.0,0.0,2,0,1,2438688,Decreciente,1
4,45678.705266203702,3342000,6,25,Empleado,1600000,100000,495699,95.227787000000006,759.0,2,3,0.0,35.0,35.0,0.0,0,0,0,1568809,Creciente,1
4,45983.680138888885,1655880,18,25,Empleado,1580000,61000,97803,95.227787000000006,746.0,3,2,0.0,846.0,846.0,0.0,0,1,2,969508,Creciente,1
4,45867.756597222222,1199880,24,24,Empleado,1670000,149000,54967,95.227787000000006,796.0,3,2,0.0,27986.0,27986.0,0.0,1,0,1,,,1
4,45935.718368055554,1004640,6,24,Empleado,1820000,77000,152767,95.227787000000006,793.0,2,4,0.0,1439.0,1439.0,0.0,1,0,0,1056250,Creciente,1
4,46071.590451388889,3036000,24,24,Empleado,2099000,145000,149413,95.227787000000006,735.0,2,11,0.0,3266.0,3266.0,0.0,0,0,1,1371054,Creciente,1
4,45671.644606481481,3328680,12,33,Empleado,2300000,800000,231158,92.228643000000005,808.0,1,6,0.0,144.0,144.0,0.0,1,0,0,1200000,Estable,1
4,45802.650023148148,1320000,6,29,Empleado,1000000,100000,197706,95.227787000000006,758.0,2,3,0.0,1682.0,1682.0,0.0,0,0,1,,,1
4,45900.678206018521,1128000,8,26,Empleado,2170000,69000,131669,95.227787000000006,723.0,4,5,0.0,346.0,134.0,0.0,2,0,1,1103323,Creciente,1
4,45649.723460648151,3270720,18,37,Empleado,5500000,2500000,180686,95.227787000000006,826.0,8,2,0.0,131041.0,123067.0,0.0,2,1,3,5445287,Creciente,1
4,46023.524606481478,5827560,36,37,Empleado,13374000,6024000,218481,95.227787000000006,776.0,8,5,0.0,311631.0,311631.0,0.0,5,0,2,,,1
4,45895.757430555554,3219840,12,35,Empleado,2710000,1146000,259161,95.227787000000006,770.0,6,5,0.0,53329.0,53329.0,0.0,4,0,1,2000000,Estable,1
4,45909.712442129632,1665241.2,6,34,Empleado,1620000,0,251514,95.227787000000006,860.0,1,3,0.0,0.0,0.0,0.0,1,0,0,1457363,Decreciente,1
4,45651.657280092593,3503880,18,32,Empleado,5000000,400000,193586,95.227787000000006,732.0,1,3,0.0,541.0,541.0,0.0,1,0,0,946543,Creciente,1
4,45653.734456018516,2244840,12,31,Empleado,1600000,300000,176133,95.227787000000006,825.0,5,4,0.0,34097.0,34097.0,0.0,3,0,0,,,1
4,45714.588472222225,2138400,12,31,Independiente,4000000,1900000,168002,95.227787000000006,771.0,9,7,0.0,94384.0,94384.0,0.0,4,0,3,1290796,Estable,1
4,45743.762337962966,1115880,12,31,Independiente,2500000,800000,87814,95.227787000000006,776.0,5,8,0.0,1840.0,1840.0,0.0,2,0,2,1068826,Creciente,1
4,45673.44263888889,875520,6,31,Empleado,2900000,800000,129813,95.227787000000006,752.0,3,5,0.0,1872.0,1872.0,0.0,1,0,1,2970240,Creciente,1
4,45935.522453703707,601080,6,30,Empleado,1780000,0,91095,95.227787000000006,795.0,2,3,0.0,232.0,232.0,0.0,1,0,0,1026863,Creciente,1
4,46065.666759259257,4923348,24,31,Empleado,3503000,1741000,240956,95.227787000000006,759.0,6,2,0.0,21285.0,21285.0,0.0,3,0,1,5487801,Creciente,1
4,45645.643333333333,3492840,6,30,Independiente,9000000,2000000,518428,95.227787000000006,808.0,3,4,0.0,3847.0,3847.0,0.0,2,0,0,908526,1817052,1
4,45685.758819444447,1069080,6,29,Empleado,5000000,3500000,158788,95.227787000000006,808.0,4,3,0.0,24241.0,24043.0,0.0,2,0,1,5500000,Estable,1
4,45869.587337962963,1187880,6,29,Empleado,2100000,1100000,177917,95.227787000000006,808.0,7,1,0.0,58064.0,58064.0,0.0,3,1,0,1775926,Decreciente,1
4,45716.483518518522,838800,12,29,Empleado,1000000,500000,65982,95.227787000000006,792.0,4,3,0.0,43800.0,43800.0,0.0,3,0,0,1000000,Estable,1
4,45637.710023148145,1378320,6,29,Independiente,3000000,600000,204578,8.7480340000000005,755.0,6,6,0.0,27272.0,27272.0,0.0,3,0,1,683400,Creciente,0
4,45637.676423611112,1680000,6,27,Empleado,1200000,300000,249093,95.227787000000006,806.0,5,6,0.0,41369.0,2588.0,0.0,1,0,3,863100,Creciente,1
4,45954.679062499999,2580000,36,27,Empleado,4560000,945000,94145,95.227787000000006,750.0,7,3,0.0,6164.0,6164.0,0.0,5,0,1,1017705,Creciente,1
4,46055.723275462966,667200,12,28,Independiente,2030000,1033000,56182,95.227787000000006,701.0,14,2,0.0,13816.0,13816.0,0.0,1,0,6,,,1
4,45914.614733796298,2193120,12,27,Empleado,4560000,946000,177629,95.227787000000006,783.0,3,7,0.0,2961.0,2961.0,0.0,2,0,0,,,1
4,45674.520891203705,2337240,12,26,Empleado,1300000,600000,162308,95.227787000000006,746.0,2,6,0.0,3882.0,3882.0,0.0,1,0,0,38334,Decreciente,1
4,45715.667511574073,4632600,24,26,Empleado,5000000,400000,202985,95.227787000000006,785.0,6,5,0.0,4975.0,4975.0,0.0,3,0,0,1320000,Creciente,1
4,45707.720891203702,1418160,6,29,Empleado,2500000,1000000,210635,95.227787000000006,721.0,4,14,0.0,6533.0,6533.0,0.0,1,0,3,,,1
4,45892.582719907405,533761.19999999995,6,26,Empleado,2560000,751000,80341,95.227787000000006,747.0,6,3,0.0,9807.0,9807.0,0.0,1,0,2,1133333,Creciente,1
4,45772.777418981481,3350580,6,25,Empleado,4000000,2000000,497653,95.227787000000006,764.0,6,6,0.0,6506.0,6506.0,0.0,2,0,3,1141473,Decreciente,1
4,45667.571087962962,2893800,18,26,Empleado,3000000,500000,159594,95.227787000000006,747.0,10,9,0.0,13304.0,13304.0,0.0,4,0,4,,,1
4,45665.706631944442,3753360,12,23,Empleado,3200000,850000,260650,95.227787000000006,823.0,2,1,0.0,55955.0,55955.0,0.0,1,0,1,2080457,Creciente,1
4,45660.737488425926,4348440,12,36,Empleado,3600000,2500000,301975,95.227787000000006,832.0,4,2,0.0,14740.0,14740.0,0.0,4,0,0,1516060,Estable,1
4,45675.662638888891,1993081.2,12,36,Empleado,4000000,850000,138408,95.227787000000006,856.0,5,6,0.0,8672.0,8672.0,0.0,2,0,0,2651407,Creciente,1
4,45748.456944444442,2086264.7999999998,24,36,Empleado,2000000,0,92947,-18.471029000000001,695.0,11,13,0.0,11326.0,11326.0,0.0,4,0,5,33334,Decreciente,0
4,45667.513124999998,3239277.6,12,26,Independiente,4000000,1500000,224950,95.227787000000006,777.0,7,2,0.0,68868.0,65523.0,0.0,1,0,3,,,1
4,45874.693483796298,802800,6,35,Empleado,1000000,1665000,121097,95.227787000000006,722.0,11,5,0.0,55992.0,55992.0,0.0,7,1,1,966736,Creciente,1
4,45751.545740740738,1026480,6,35,Independiente,2000000,0,153218,11.439816,798.0,3,3,0.0,0.0,0.0,0.0,0,0,0,,,0
4,45897.753344907411,2301360,6,34,Empleado,2610000,902000,347592,95.227787000000006,780.0,3,3,0.0,4732.0,4732.0,0.0,2,0,0,3778222,Creciente,1
4,45737.47724537037,1343878.8,6,34,Empleado,2500000,1000000,199739,95.227787000000006,746.0,8,9,0.0,69424.0,69424.0,0.0,6,0,1,,,1
4,45722.663958333331,1584000,6,33,Independiente,6000000,3000000,235428,95.227787000000006,749.0,1,6,0.0,568.0,568.0,0.0,0,0,0,30285,Creciente,1
9,45834.671516203707,1185660,5,33,Independiente,5000000,2000000,192629,95.227787000000006,764.0,5,4,0.0,4453.0,4453.0,0.0,0,0,3,,,1
4,46007.721284722225,3553440,36,34,Independiente,3480000,68000,132855,95.227787000000006,802.0,5,6,0.0,1150.0,919.0,0.0,5,0,0,1000000,Decreciente,1
4,45668.662662037037,6749890.7999999998,24,33,Empleado,1800000,100000,296722,95.227787000000006,834.0,6,8,0.0,60048.0,60048.0,0.0,5,0,0,2217767,Creciente,1
4,45688.686712962961,3000000,12,30,Empleado,2500000,2000000,235693,95.227787000000006,791.0,6,1,0.0,10271.0,10271.0,0.0,2,0,1,227132,Decreciente,1
9,45749.731307870374,878880,8,30,Independiente,5000000,2000000,91625,47.613894000000002,745.0,6,7,0.0,106722.0,106722.0,0.0,3,0,1,777294,Decreciente,0
4,45706.693888888891,3010515.6,36,30,Empleado,2000000,300000,98400,34.294787999999997,786.0,6,9,0.0,32836.0,32836.0,0.0,6,0,0,1544393,Creciente,0
4,45703.338518518518,1772934,12,30,Empleado,1200000,250000,139535,95.227787000000006,781.0,1,5,0.0,0.0,0.0,0.0,0,0,0,936180,Creciente,1
4,45630.534050925926,1934280,12,29,Empleado,2400000,1000000,151776,95.227787000000006,837.0,3,2,0.0,474.0,455.0,0.0,2,0,0,2345454,Creciente,1
9,45773.612881944442,878880,8,29,Independiente,5000000,2000000,91704,95.227787000000006,758.0,9,6,0.0,52994.0,48123.0,0.0,7,0,2,933473,Creciente,1
4,45773.618125000001,924000,6,29,Empleado,2000000,800000,137706,95.227787000000006,723.0,6,7,0.0,2894.0,2894.0,0.0,3,0,1,939017,Creciente,1
4,45735.578668981485,2841360,18,28,Empleado,2000000,500000,157542,95.227787000000006,751.0,4,4,0.0,8578.0,8578.0,0.0,3,0,0,1069811,Creciente,1
4,45672.703634259262,2174280,12,28,Empleado,2000000,800000,150992,95.227787000000006,767.0,3,10,0.0,1207.0,1207.0,0.0,2,0,0,1049262,Creciente,1
4,45713.666388888887,4509120,6,28,Empleado,2500000,800000,669727,95.227787000000006,747.0,4,2,0.0,6270.0,6270.0,0.0,2,0,1,1588769,Creciente,1
